,Formula,Space group,Material_id,Gap,e_above_hull,N_sites,Density
298,RbCuO2,Cmcm,mp-7467,0.9136000000000001,0.0,8,3.7085699101319265
431,NaZnP,P4/nmm,mp-4824,0.9143000000000003,0.0,6,3.4546510774406527
314,NdSeF,P4/nmm,mp-12620,0.9158,0.0,6,6.7724358677621534
324,Ga2HgSe4,I-4,mp-4730,0.9168000000000001,0.0,7,5.714703695127795
417,NaSnN,P6_3mc,mp-12433,0.9178999999999995,0.06064392013888931,6,4.778073556100179
468,Rb2TeSe4,C2/m,mp-1077942,0.9217999999999997,0.0,7,4.213801800110256
464,Rb2Te2Pt,Immm,mp-1070498,0.9276,0.0,5,5.684717221843615
211,Zn3CdSe4,P-43m,mp-1079034,0.933,0.013272683750000347,8,5.153288436060285
472,ScTlS2,P6_3/mmc,mp-13312,0.9338000000000006,0.0,8,5.5318835419551275
387,K2PtSe2,Immm,mp-8621,0.9345000000000001,0.0,5,5.093526612277859
346,K4HgP2,R-3m,mp-8753,0.9356000000000001,0.0,7,2.708215682045255
281,FeCuO2,P6_3/mmc,mp-505110,0.9379000000000004,0.001001920000012646,8,5.351412300183154
33,TmAgTe2,P-42_1m,mp-1078600,0.9386999999999999,0.0,8,7.538513307371752
335,GdTlTe2,R-3m,mp-1065609,0.9397000000000002,0.0,4,7.1019317660300745
295,NbCu3Te4,P-43m,mp-991676,0.9408000000000003,0.0,8,6.157086116174149
260,CsCuO2,Cmcm,mp-553310,0.9433999999999999,0.0,8,4.202482713007518
158,Bi2TeSe2,R-3m,mp-31406,0.9435000000000002,0.03709462699999966,5,6.9789510333091895
234,RbNiCl3,P6_3/mmc,mp-23486,0.9453000000000003,0.0,10,3.246404135018112
384,K4ZnP2,R-3m,mp-11719,0.9457,0.0,7,1.923342815285304
62,Cs2As2Pd,Cmcm,mp-8857,0.9487999999999999,0.0,10,4.858152997036388
103,K2PAu,Cmcm,mp-9687,0.9503999999999999,0.0,8,4.359134287734873
83,NaMgAs,P4/nmm,mp-5962,0.9547999999999996,0.0,6,2.8823634021657862
299,CuRhO2,R-3m,mp-14116,0.9581,0.0,4,6.765950588642644
86,Yb4As2O,I4/mmm,mp-9799,0.9593000000000003,0.0,7,9.128309937707597
15,GaAgS2,I-42d,mp-5342,0.9598,0.0,8,4.517957430947299
16,GaAgS2,I-42d,mp-1079646,0.9598,0.000468469999999499,8,4.545374035934172
94,K2BiAu,Cmcm,mp-1084770,0.9609999999999999,0.0,8,5.446884959123558
123,BaLiP,P6_3/mmc,mp-13277,0.9631000000000003,0.0,6,3.738820055167609
450,SrSnO3,Pm-3m,mp-546973,0.9698000000000002,0.04759002799999745,5,6.061479732335902
177,Nb(SeBr)2,C2/m,mp-569623,0.9702000000000002,0.0032807567333277277,10,4.757144752951247
410,UMnO4,Imma,mp-639978,0.9722,0.0,6,7.285181424686221
400,Sr(Li2P)2,R-3m,mp-570097,0.9758999999999998,0.0,7,2.3467496404375554
207,CdSnO3,R-3,mp-754329,0.9762,0.0,10,6.808460961425822
18,GdAgSe2,I4_1md,mp-582282,0.9765999999999999,0.014007762499999465,8,6.909174051644384
437,Na3SbSe4,I-43m,mp-8703,0.9766000000000001,0.0,8,3.8798093168999754
145,ZrCoBi,F-43m,mp-31451,0.9771999999999998,0.0,3,9.832642033292867
219,CsSnCl3,Pm-3m,mp-1070375,0.9786999999999999,0.0030146389999998746,5,3.3401112897580982
408,Sr(MgSb)2,P-3m1,mp-9566,0.9813000000000001,0.0,5,4.083896865937029
189,K2PtC2,P-3m1,mp-976876,0.9817,0.0,5,4.048747311737244
327,Mn(GaSe2)2,I-4,mp-20261,0.9833999999999998,0.0,7,4.726731585134852
232,Nb(SeCl)2,P-1,mp-27361,0.984,0.008119204733331387,10,3.9844399404954904
5,K2AgBi,Cmcm,mp-27549,0.9846000000000001,0.0,8,4.407316972125289
201,Cd(HO)2,Cm,mp-28508,0.9847,0.06574127499999882,10,4.585591467087368
357,KInTe2,I4/mcm,mp-19851,0.9868999999999999,0.0,8,4.728224658844436
176,Nb(SeBr)2,P-1,mp-541667,0.9901,0.0009373437333275447,10,4.708230158348719
168,K4Br2O,I4/mmm,mp-28627,0.9912,0.0,7,2.401789082382062
242,KCoO2,P4/nmm,mp-24842,0.9921,0.0,8,3.6196637345289004
365,Zn(InSe2)2,I-4,mp-22607,0.9929000000000001,0.0,7,5.106033551829565
131,BaZrN2,P4/nmm,mp-3104,0.9972000000000003,0.0,8,5.679936345810551
413,Rb2MnTe2,Ibam,mp-8720,0.9999999999999998,0.0,10,3.890252280050874
152,Bi2S2O,P4/nmm,mp-1078366,1.0006999999999993,0.0,10,7.341942988121889
76,K2SiAs2,Ibam,mp-6984,1.0021,0.0,10,2.7787025254791375
105,K2SbAu,Cmcm,mp-863757,1.0023000000000002,0.0,8,4.6959163410864875
463,Rb2PtSe2,Immm,mp-8622,1.0034,0.0,5,5.684812999820082
340,HfIN,R-3m,mp-567441,1.0064999999999995,0.0,6,7.3878067669675875
53,LiBeAs,P4/nmm,mp-9562,1.0077000000000003,0.0,6,3.457551504283807
171,K2ReBr6,Fm-3m,mp-23021,1.0101,0.0,9,4.0487424548837865
371,K2MnS2,Ibam,mp-8713,1.0113,0.0,10,2.3565218665723138
332,Zn(GaTe2)2,I-4,mp-15777,1.0156999999999998,0.0,7,5.356208730727416
264,CsMnI3,P6_3/mmc,mp-540609,1.0158,0.0014461763333324384,10,4.449902962591626
17,GaAgS2,Cc,mp-556916,1.0178000000000003,0.002592603750000144,8,4.542900047800553
254,NaCrS2,R-3m,mp-5693,1.0179999999999998,0.0015656174999998385,4,3.184246348623539
38,AlCuTe2,I-42d,mp-8017,1.0186000000000002,0.0,8,5.129281851234049
347,SiHgP2,I-42d,mp-1079714,1.0188999999999995,0.04283516687500022,8,5.552185149945051
359,NaInSe2,R-3m,mp-22473,1.0191999999999997,0.0,4,4.926089419053253
469,Rb(ThSe3)2,Immm,mp-9523,1.0211000000000001,0.0,9,6.178273668359783
55,BeSiAs2,I-42d,mp-1009087,1.0215999999999994,0.0,8,4.004124892783144
323,Fe(SiP)4,P1,mp-9198,1.0232999999999999,0.0,9,3.3590009069930917
356,Th(TeI)2,C2/m,mp-542180,1.0259,0.0,10,5.6586597756401575
10,ErAgS2,I4_1md,mp-1079321,1.0263999999999998,0.008947590416665818,8,6.450144432498495
183,Pd(Se3Br)2,P-1,mp-568146,1.0267999999999997,0.00042981506944439474,9,4.4311266424130284
372,K2MnSe2,Ibam,mp-8716,1.0289,0.0,10,3.0845655267047154
257,UCr2O6,P-31m,mp-24906,1.0302000000000007,0.01767937500000194,9,6.961649078131591
49,Ba4As2O,I4/mmm,mp-8300,1.0322,0.0,7,4.982531424069401
186,Lu2CCl2,R-3m,mp-573376,1.0343999999999998,0.0,5,6.928024653980557
63,Cs2SiAs2,Ibam,mp-573721,1.0347,0.0,10,3.989293747547443
199,Cd(GaTe2)2,I-4,mp-13949,1.0357000000000003,0.0,7,5.355214840635885
407,NaMgSb,P4/nmm,mp-7090,1.0359000000000003,0.0,6,3.351197548708895
99,CsAuSe3,C2/c,mp-567913,1.0418999999999998,0.0,10,5.509343913927849
1,AlAgTe2,I-42d,mp-14092,1.0465999999999998,0.0,8,5.13725800099468
247,TiCoSb,F-43m,mp-5967,1.0520000000000005,0.0,3,7.416113132699955
40,Mg(AlSe2)2,R-3m,mp-9479,1.053,0.0027079171428576743,7,3.5792370496768298
42,Mg(AlSe2)2,R-3m,mp-1077968,1.053,0.0069451942857146065,7,3.7706624584497903
443,PdSeO3,P2_1/m,mp-545482,1.0589,0.0,10,4.7021904087622906
45,B2AsP,P-4m2,mp-1008528,1.0622999999999996,0.06818970049999962,4,4.12891397737801
391,LiMnO2,Pmmn,mp-18767,1.0628000000000002,0.003971560000006313,8,4.020585742655593
106,NaAuO2,Cmcm,mp-20343,1.0651000000000002,0.02647466250000008,8,6.5334005544886
57,Ca(GaAs)2,R-3m,mp-1070099,1.0663,0.0,5,4.603952097620937
79,LiAsS2,Cc,mp-555874,1.0664000000000002,0.0,8,3.001681376816305
65,K2CuAs,Cmcm,mp-15684,1.0674000000000001,0.0,8,3.1512410303063545
276,Cs2Pd3Se4,Fmmm,mp-11694,1.0684000000000002,0.0,9,5.345125656743223
48,Ba(MgAs)2,P-3m1,mp-1070214,1.0689000000000002,0.03833881800000016,5,4.049811842713148
47,Ba(MgAs)2,P-3m1,mp-8280,1.0689000000000002,0.0,5,4.040214583414579
2,K2AgAs,Cmcm,mp-7642,1.0712000000000002,0.0,8,3.499176175834777
402,LiSbS2,C2/c,mp-1079885,1.0716,0.0,8,3.7324832473682363
341,Hf2SN2,P-3m1,mp-1017567,1.0751999999999997,0.0,5,9.657384737081266
311,LiRuF6,R-3,mp-1078834,1.0756000000000001,0.0,8,3.530654428984461
451,ZnSnO3,R3c,mp-13334,1.0766999999999998,0.04116777299999974,10,6.556764237582613
229,ReNCl4,I4,mp-568100,1.0777,0.03526717335333185,6,3.5710181522411606
381,K2P2Pd,Cmcm,mp-7505,1.0789,0.0,10,3.0000908959856214
414,SrMoO3,Imma,mp-1078716,1.0873,0.0,10,5.703257882496932
307,Dy2TeO2,I4/mmm,mp-16037,1.0886000000000005,0.0,5,8.302076130977534
121,Ba2NF,R-3m,mp-1018096,1.0924,0.008212079375000236,4,5.336167767887671
272,Cs2MnTe2,Ibam,mp-610744,1.0935000000000001,0.0,10,4.2257534703280415
41,Mg2Al2Se5,P-3m1,mp-29624,1.0990000000000002,0.005670061111111124,9,3.7657170219374247
19,Ag2HgI4,P-42m,mp-570256,1.0991999999999997,0.0015591071428575631,7,5.474234360014741
432,Na2PdS2,Cmc2_1,mp-10223,1.1012999999999997,0.0,10,3.492715541307867
322,Yb(FeO2)2,R-3m,mp-819107,1.1017000000000001,0.02418372500000565,7,6.490719955802502
88,Rb2SiAs2,Ibam,mp-6960,1.1019999999999999,0.0,10,3.4465730461763076
252,KCrS2,R-3m,mp-4026,1.1025,0.0,4,3.1156166040835784
429,Na3PSe4,I-43m,mp-1078419,1.1054000000000002,0.0,8,3.4359543544061895
104,K3Sb2Au3,R-3m,mp-9273,1.1063,0.0,8,6.198841612675722
118,Ba2NCl,R-3m,mp-1018099,1.1077,0.0,4,4.677565271024532
107,RbTeAu,Pmma,mp-9008,1.1078999999999999,0.0,6,5.837094122099625
361,RbInTe2,I4/mcm,mp-22255,1.1089000000000002,0.0,8,4.9222630577526205
39,Al2HgTe4,I-4,mp-7910,1.1108000000000002,0.0,7,5.371465262320781
288,K2CuSb,Cmcm,mp-10381,1.1110999999999998,0.0,8,3.3110581049146823
9,DyAgTe2,P-42_1m,mp-4024,1.1124999999999998,0.0,8,7.277007107638628
224,K2ReCl6,Fm-3m,mp-22947,1.1139,0.0,9,3.0730183590420084
447,ThSO,P4/nmm,mp-8136,1.1139999999999999,0.0,6,8.652383911519077
32,TbAgTe2,P-42_1m,mp-3551,1.1179000000000006,0.0,8,7.162296474451955
321,Yb(FeO2)2,R-3m,mp-19317,1.1186999999999998,0.02391854500001589,7,6.4978844508712
261,CsCuO,Cmcm,mp-541037,1.1227,0.0,6,4.435068486497684
449,ThSeO,P4/nmm,mp-7950,1.125,0.0,6,9.35763828466655
411,Rb2MnS2,Ibam,mp-8714,1.1341999999999999,0.0,10,3.150416645889784
150,NaBiO2,C2/c,mp-22984,1.1350000000000002,0.0,8,6.8043984084141345
188,Ho2CF2,P-3m1,mp-9006,1.1355000000000004,0.0,5,8.551790264384337
434,Na2PtS2,Cmc2_1,mp-10246,1.1356999999999995,0.0,10,4.8995631312361825
0,AlAgSe2,I-42d,mp-14091,1.1360000000000001,0.0,8,4.791075205560015
191,Rb2PtC2,P-3m1,mp-10919,1.1361999999999999,0.0,5,4.759706621661369
317,ZrPdF6,R-3,mp-9056,1.1362999999999999,0.0063936788541685274,8,3.787820046612078
126,Ba(MgP)2,P-3m1,mp-8278,1.1366,0.0,5,3.2354394274322855
115,Ba2BrN,R-3m,mp-1018098,1.1377000000000002,0.0,4,5.028496526533226
305,TaCu3Te4,P-43m,mp-9295,1.1379000000000001,0.0,8,6.8224852096555795
137,K4BeP2,R-3m,mp-9872,1.1402,0.0,7,1.6496087506041746
287,K2CuP,Cmcm,mp-8446,1.1421000000000001,0.0,8,2.69275160191436
149,NaBiO3,R-3,mp-23054,1.1461,0.0,10,6.1145415195186725
102,KAuO2,Pmmm,mp-27418,1.148,0.028154354999999853,4,6.507823854391096
227,MnTlCl3,Pm-3m,mp-570290,1.1483999999999996,0.029071898500004245,5,4.661369816655285
142,BeSiP2,I-42d,mp-1009085,1.1498,0.0,8,2.4436350583872803
237,Tl2PdCl4,P4/mmm,mp-29889,1.1509,0.0,7,4.7832951358333835
412,Rb2MnSe2,Ibam,mp-8717,1.1526999999999998,0.0,10,3.710227066517013
271,Cs2MnS2,Ibam,mp-561813,1.1562000000000001,0.0,10,3.771764480302407
138,LiBeP,P4/nmm,mp-9915,1.1585,0.0,6,1.9947325554192121
73,KMgAs,P4/nmm,mp-1019089,1.1621,0.0,6,2.7899711322360936
208,Sr3CdO4,Pm-3m,mp-981103,1.1647,0.018710218749999008,8,5.467429221911189
379,KTlO,C2/m,mp-27716,1.1655000000000002,0.0,6,5.793272533165543
13,FeAgO2,P6_3/mmc,mp-18966,1.1656999999999997,0.00015455124999963488,8,6.288904783466228
338,ZnGeP2,I-42d,mp-4524,1.1667,0.0,8,4.043866420718371
170,K2PtBr6,Fm-3m,mp-27691,1.1688,0.0,9,4.232345769033392
278,CsSnSe3,P-1,mp-613162,1.1698,0.0,10,4.3484724726784885
172,K2SnBr6,Fm-3m,mp-568333,1.1709,0.014178264999999968,9,3.5521570288582396
455,SnPS3,C2/m,mp-1080140,1.1710999999999996,0.045845196000000143,10,3.0160772259381523
173,RbMnBr3,P6_3/mmc,mp-29763,1.1711,0.0012671703333317907,10,3.806586441468252
452,Tb2TeO2,I4/mmm,mp-16036,1.1715,0.0,5,8.062278933175623
113,Ba(BeN)2,I4/mcm,mp-12927,1.1717,0.0,10,4.4401433302291125
222,Ta(ICl)2,Immm,mp-28683,1.1728,0.0,10,4.596407320319292
438,NaSmTe2,R-3m,mp-999447,1.1738,0.0,4,5.3350124933430605
334,LiGdSe2,R-3m,mp-15792,1.1762000000000001,0.0,4,5.602617927358851
241,Rb2CoF6,Fm-3m,mp-561078,1.179,0.0,9,3.4367050192821043
326,Mn(GaS2)2,I-4,mp-656253,1.1795,0.0,7,3.459677529441389
396,Li2PdO2,Immm,mp-7608,1.1824999999999999,0.0,5,4.6752167024200055
397,Li2PdO2,Immm,mp-545750,1.1824999999999999,0.0,5,4.6752167024200055
303,VCu3S4,P-43m,mp-3762,1.1828000000000003,0.0018024350000001021,8,3.8723978576684353
24,K2AgSb,Cmcm,mp-7643,1.187,0.0,8,3.6171158077120875
223,K2MnCl6,Fm-3m,mp-27304,1.1892,0.0,9,2.364226545465351
454,SnPS3,R-3,mp-1079752,1.1923,0.04571974300000026,10,3.034639493113797
85,Sr4As2O,I4/mmm,mp-8299,1.1923999999999997,0.0,7,4.368380696310734
216,SrCeN2,R-3m,mp-11178,1.1963,0.0,4,6.111690549635682
460,Rb2Pd3S4,Fmmm,mp-11695,1.1973999999999998,0.0,9,4.369102336612553
329,Ga2TeS2,I4_1md,mp-27255,1.1978,0.0,10,4.08376369293489
226,Rb2MnCl6,Fm-3m,mp-571648,1.1995,0.0,9,2.7784161795329
